#module 1
S1,MAT101,If A and B are square matrices of the same order, then (A+B)^T equals?,A^T + B^T, A^T - B^T, AB, BA,A^T + B^T
S1,MAT101,A diagonal matrix is always?,Square,Rectangular,Zero,Triangular,Square
S1,MAT101,Trace of a matrix is?,Sum of diagonal elements,Product of diagonal elements,Sum of all elements,Determinant,Sum of diagonal elements
S1,MAT101,If A is symmetric, A^T=? ,A, -A, A, 0,A
S1,MAT101,For any scalar k, det(kA)=?,k^n det(A),k det(A),det(A)/k,k+det(A),k^n det(A)
S1,MAT101,Which is singular?,[[1,2],[2,4]],[[1,0],[0,1]],[[2,1],[1,2]],[[0,1],[1,0]],[[1,2],[2,4]]
#module 2
S1,MAT101,The dot product of vectors a and b is?,|a||b|cosθ, |a||b|sinθ, |a|+|b|, |a|-|b|,|a||b|cosθ
S1,MAT101,Two vectors are perpendicular if?,a·b=0, a·b=1, a×b=0, a×b=1,a·b=0
S1,MAT101,The cross product a×b is?,Vector perpendicular to both a and b,Scalar,Same as dot product,Zero vector,Vector perpendicular to both a and b
S1,MAT101,Scalar triple product a·(b×c) gives?,Volume of parallelepiped,Area of parallelogram,Angle between vectors,Dot product,Volume of parallelepiped
S1,MAT101,Vector triple product a×(b×c)=?,b(a·c)-c(a·b), a(b·c)-b(a·c), c(a·b)-b(a·c), 0,b(a·c)-c(a·b)
S1,MAT101,Magnitude of a×b is?,|a||b|sinθ, |a||b|cosθ, |a|+|b|, |a|-|b|,|a||b|sinθ
S1,MAT101,Direction cosines of a vector?,Cosines of angles with coordinate axes,Sine of angles,Tangents,Product of angles,Cosines of angles with coordinate axes
S1,MAT101,If a·b = |a||b| then vectors are?,Parallel,Perpendicular,Zero vector,Orthogonal,Parallel
S1,MAT101,Area of parallelogram formed by vectors a and b?,|a×b|, |a·b|, |a|+|b|, |a|-|b|,|a×b|
S1,MAT101,Angle between vectors a and b from dot product?,cos^-1(a·b/|a||b|), sin^-1(a·b/|a||b|), tan^-1(a·b/|a||b|), a·b,cos^-1(a·b/|a||b|)
S1,MAT101,Unit vector in direction of a?,a/|a|, |a|/a, a^2, √a, a/|a|
S1,MAT101,If vectors a, b, c are coplanar?,a·(b×c)=0, a×(b·c)=0, a·b×c=1, a×b×c=0,a·(b×c)=0
S1,MAT101,Cross product is anti-commutative?,Yes,No,Depends,Only for unit vectors,Yes
S1,MAT101,Triple scalar product is zero when?,Vectors are coplanar,Perpendicular,Parallel,Equal,Coplanar
S1,MAT101,If a×b=0 then vectors are?,Parallel or one zero,Perpendicular,Coplanar,Equal,Parallel or one zero
S1,MAT101,Dot product of unit vectors i·j=? ,0,1,-1,undefined,0
S1,MAT101,Cross product of i×j=?,k, i, j,0,k
S1,MAT101,Magnitude of a cross b equals area of?,Parallelogram,Triangle,Circle,Rectangle,Parallelogram
S1,MAT101,Vector projection of a on b=?,(a·b/|b|^2)b,(a×b)/|b|^2,|a|b,|b|a,(a·b/|b|^2)b
S1,MAT101,Scalar component of a along b?,a·b/|b|, |a×b|, a×b, |a|,a·b/|b|
S1,MAT101,Angle between two vectors from cross product?,sin^-1(|a×b|/|a||b|), cos^-1(|a×b|/|a||b|), tan^-1(|a×b|/|a||b|), a·b,sin^-1(|a×b|/|a||b|)
S1,MAT101,If |a|=3, |b|=4, a·b=6, angle between?,cosθ=6/(3*4), cosθ=6/(3+4), cosθ=6/(3-4), cosθ=6,cosθ=6/(3*4)
S1,MAT101,Vector triple product is always?,In the plane of b and c,Perpendicular to a,Zero,Parallel to a,In the plane of b and c
S1,MAT101,Unit vectors along axes are?,i,j,k, a,b,c, x,y,z, p,q,r,i,j,k
#module 3
S1,MAT101,Derivative of x^n?,n*x^(n-1), x^n, n*x^n, 1,n*x^(n-1)
S1,MAT101,Derivative of sin(x)?,cos(x), sin(x), -cos(x), -sin(x),cos(x)
S1,MAT101,Derivative of cos(x)?,-sin(x), cos(x), sin(x), -cos(x),-sin(x)
S1,MAT101,Derivative of e^x?,e^x, x*e^x, ln(x), 1,e^x
S1,MAT101,Derivative of ln(x)?,1/x, ln(x), x, e^x,1/x
S1,MAT101,Derivative of tan(x)?,sec^2(x), cos^2(x), 1+tan^2(x), -tan(x),sec^2(x)
S1,MAT101,Derivative of arcsin(x)?,1/√(1-x^2), 1-x^2, 1/(1+x^2), -1/√(1-x^2),1/√(1-x^2)
S1,MAT101,Derivative of arctan(x)?,1/(1+x^2), 1-x^2, 1/√(1-x^2), x^2,1/(1+x^2)
S1,MAT101,If y=f(x), dy/dx is?,Slope of tangent,Area under curve,Function value,Intercept,Slope of tangent
S1,MAT101,Second derivative measures?,Concavity,Area,Slope,Intercept,Concavity
S1,MAT101,Derivative of a constant?,0,1,Constant itself,x,0
S1,MAT101,Derivative of uv (product rule)?,u'v+uv', uv', u'v, u+v,u'v+uv'
S1,MAT101,Derivative of u/v (quotient rule)?,(u'v-uv')/v^2, u/v, uv', u+v,(u'v-uv')/v^2
S1,MAT101,Chain rule derivative?,dy/dx = dy/du * du/dx, dy/dx = du/dy, dy/dx = y*x, dy/dx = x/y,dy/dx = dy/du * du/dx
S1,MAT101,Derivative of e^(kx)?,k*e^(kx), e^(kx), x*e^(kx), ln(k)*e^(kx),k*e^(kx)
S1,MAT101,If f(x)=x^3, f''(x)=?,6x, 3x^2, x^3, 6,6x
S1,MAT101,Maxima and minima found by?,f'(x)=0, f(x)=0, f''(x)=0, x=0,f'(x)=0
S1,MAT101,Inflection point occurs when?,f''(x)=0, f'(x)=0, f(x)=0, x=0,f''(x)=0
S1,MAT101,Derivative of ln(sin(x))?,cot(x), tan(x), sec(x), csc(x),cot(x)
S1,MAT101,Derivative of x*sin(x)?,sin(x)+x*cos(x), cos(x), x*cos(x), sin(x),sin(x)+x*cos(x)
S1,MAT101,Derivative of x^2*e^x?,2x*e^x + x^2*e^x, e^x, 2xe^x, x^2*e^x,2x*e^x + x^2*e^x
S1,MAT101,Derivative of x^n*y^m w.r.t x?,n*x^(n-1)*y^m, n*x^n*y^m, m*x^n*y^(m-1), 0,n*x^(n-1)*y^m
S1,MAT101,Derivative of arcsin(2x)?,2/√(1-4x^2),1/√(1-4x^2),1/(1+4x^2),2x,2/√(1-4x^2)
S1,MAT101,Derivative of cos(3x)?,-3*sin(3x), -sin(3x), 3*cos(3x), cos(3x),-3*sin(3x)
S1,MAT101,Derivative of tan(2x)?,2*sec^2(2x), sec^2(x), 2*tan^2(2x), tan^2(x),2*sec^2(2x)
#module 4
S1,MAT101,Integral of x^n dx?,x^(n+1)/(n+1) + C, n*x^(n-1), ln(x), 0,x^(n+1)/(n+1) + C
S1,MAT101,Integral of e^x dx?,e^x + C, x*e^x, ln(x), 0,e^x + C
S1,MAT101,Integral of 1/x dx?,ln|x| + C,1/x^2, x, e^x,ln|x| + C
S1,MAT101,Integral of sin(x) dx?,-cos(x) + C, cos(x), sin(x), -sin(x),-cos(x) + C
S1,MAT101,Integral of cos(x) dx?,sin(x) + C, cos(x), -sin(x), -cos(x),sin(x) + C
S1,MAT101,Integral of sec^2(x) dx?,tan(x) + C, cot(x), sec(x), csc(x),tan(x) + C
S1,MAT101,Integral of 1/(1+x^2) dx?,arctan(x) + C, arcsin(x), ln(x), tan(x),arctan(x) + C
S1,MAT101,Integral of e^(2x) dx?,(1/2)e^(2x) + C, e^(2x), 2*e^(2x), ln(e^(2x)),(1/2)e^(2x) + C
S1,MAT101,Integral of dx/(x^2+1)?,arctan(x) + C, ln(x), sin(x), cos(x),arctan(x) + C
S1,MAT101,Integral by parts formula?,∫u dv = uv - ∫v du, ∫u dv = u/v, ∫u dv = v/u, ∫u dv = uv,∫u dv = uv - ∫v du
S1,MAT101,Integral of 1/√(1-x^2)?,arcsin(x) + C, arccos(x), ln(x), tan(x),arcsin(x) + C
S1,MAT101,Integral of sec(x)tan(x) dx?,sec(x) + C, sec^2(x), tan^2(x), ln|secx|,sec(x) + C
S1,MAT101,∫cos^2(x) dx?,x/2 + sin(2x)/4 + C, sin^2(x), cos^2(x), x + C,x/2 + sin(2x)/4 + C
S1,MAT101,∫sin^2(x) dx?,x/2 - sin(2x)/4 + C, sin^2(x), cos^2(x), x + C,x/2 - sin(2x)/4 + C
S1,MAT101,∫dx/(x^2-a^2)?,(1/2a)ln|(x-a)/(x+a)| + C, ln(x), arctan(x), x^2,a∫dx/(x^2-a^2)?,(1/2a)ln|(x-a)/(x+a)| + C
S1,MAT101,∫dx/(a^2+x^2)?,(1/a)arctan(x/a) + C, ln(x), sin^-1(x), x^2,(1/a)arctan(x/a) + C
S1,MAT101,∫dx/(x√(x^2-a^2))?,(1/a)arcsec(|x|/a) + C, ln(x), arctan(x), √x,(1/a)arcsec(|x|/a) + C
S1,MAT101,∫e^(ax) sin(bx) dx?,e^(ax)(a sin(bx)-b cos(bx))/(a^2+b^2) + C, e^(ax)sin(bx), cos(bx), sin(bx),e^(ax)(a sin(bx)-b cos(bx))/(a^2+b^2) + C
S1,MAT101,∫e^(ax) cos(bx) dx?,e^(ax)(a cos(bx)+b sin(bx))/(a^2+b^2) + C, e^(ax)cos(bx), sin(bx), cos(bx),e^(ax)(a cos(bx)+b sin(bx))/(a^2+b^2) + C
S1,MAT101,∫dx/√(a^2-x^2)?,arcsin(x/a) + C, arccos(x/a), ln(x), arctan(x),arcsin(x/a) + C
S1,MAT101,∫dx/(x^2+2x+2)?,arctan(x+1) + C, ln(x), arccos(x), arcsin(x),arctan(x+1) + C
S1,MAT101,∫x e^x dx?,x e^x - e^x + C, e^x, x^2 e^x, ln(x),x e^x - e^x + C
S1,MAT101,∫ln(x) dx?,x ln(x) - x + C, ln(x), x^2, 1/x,x ln(x) - x + C
S1,MAT101,∫1/(x ln(x)) dx?,ln|ln(x)| + C, ln(x), ln^2(x), x,x ln|ln(x)| + C
S1,MAT101,∫tan(x) dx?,-ln|cos(x)| + C, ln|sin(x)|, cos(x), sin(x),-ln|cos(x)| + C
#module 5
S1,MAT101,Maxima/minima in two variables found by?,∂f/∂x=0 and ∂f/∂y=0,∂^2f/∂x^2>0, ∂^2f/∂y^2>0, ∇f=0, ∂f/∂x=0 and ∂f/∂y=0
S1,MAT101,Second derivative test involves?,f_xx f_yy - (f_xy)^2, f_xx + f_yy, f_x + f_y, f_xy + f_yx, f_xx f_yy - (f_xy)^2
S1,MAT101,If D = f_xx f_yy - (f_xy)^2 >0 and f_xx>0, f has?,Local minimum,Local maximum,Saddle point,No extremum,Local minimum
S1,MAT101,If D < 0, f(x,y) has?,Saddle point,Local min,Local max,Global max,Saddle point
S1,MAT101,Gradient of f=0 means?,Stationary point,Critical line,Inflection,Curl vector,Stationary point
S1,MAT101,Laplacian ∇^2 f=? , ∂^2f/∂x^2 + ∂^2f/∂y^2 + ∂^2f/∂z^2, ∂f/∂x + ∂f/∂y, ∂f/∂x*∂f/∂y, ∂^2f/∂x∂y, ∂^2f/∂x^2 + ∂^2f/∂y^2 + ∂^2f/∂z^2
S1,MAT101,Directional derivative of f along unit vector u?,∇f · u, ∇f × u, ∇f + u, ∇f - u,∇f · u
S1,MAT101,∂(x^2 + y^2 + z^2)/∂x=?,2x, y, z, 1,2x
S1,MAT101,∂(x^2 + y^2 + z^2)/∂y=?,2y, x, z, 1,2y
S1,MAT101,∂(x^2 + y^2 + z^2)/∂z=?,2z, x, y, 1,2z
S1,MAT101,If f(x,y)=x^3 + y^3 - 3xy, ∂f/∂x=?,3x^2 - 3y, 3y^2 - 3x, 3x^2+3y^2,0,3x^2 - 3y
S1,MAT101,If f(x,y)=x^3 + y^3 - 3xy, ∂f/∂y=?,3y^2 - 3x, 3x^2 - 3y, 3x^2+3y^2,0,3y^2 - 3x
S1,MAT101,Mixed partial derivatives equality?, ∂^2f/∂x∂y = ∂^2f/∂y∂x, ∂^2f/∂x^2 = ∂^2f/∂y^2, ∂^2f/∂x∂y = 0, ∂^2f/∂y∂x = 0, ∂^2f/∂x∂y = ∂^2f/∂y∂x
S1,MAT101,Function f(x,y)=x^2y + y^3, ∂^2f/∂x∂y=?,2x, x^2, 3y^2, 0,2x
S1,MAT101,Function f(x,y)=x^2y + y^3, ∂^2f/∂y∂x=?,2x, x^2, 3y^2, 0,2x
S1,MAT101,Stationary points found by solving?,∂f/∂x=0 and ∂f/∂y=0, f=0, ∇^2 f=0, ∂^2f/∂x^2=0, ∂f/∂x=0 and ∂f/∂y=0
S1,MAT101,If ∂^2f/∂x^2 =0, ∂^2f/∂y^2 =0, f has?,Inconclusive,Maximum,Minimum,Saddle,Inconclusive
S1,MAT101,Partial derivative of e^(xy) w.r.t x?,y e^(xy), x e^(xy), e^(xy), xy, y e^(xy)
S1,MAT101,Partial derivative of ln(xy) w.r.t y?,1/y, 1/x, ln(x), xy,1/y
S1,MAT101,∂/∂x (sin(xy))=?,y cos(xy), x cos(xy), sin(xy), cos(xy),y cos(xy)
S1,MAT101,∂/∂y (cos(xy))=?,-x sin(xy), -y sin(xy), cos(xy), sin(xy),-x sin(xy)
S1,MAT101,If f(x,y,z)=xyz, ∂f/∂x=?,yz, xy, xz, x+y+z,yz
S1,MAT101,If f(x,y,z)=xyz, ∂f/∂y=?,xz, xy, yz, x+y+z,xz
S1,MAT101,If f(x,y,z)=xyz, ∂f/∂z=?,xy, xz, yz, x+y+z,xy
#module 1
S1,PH100,Unit of force in SI system?,Newton, Joule, Watt, Pascal,Newton
S1,PH100,Hooke’s law states?,F ∝ x, F ∝ x^2, F ∝ 1/x, F ∝ 1/x^2,F ∝ x
S1,PH100,Stress is defined as?,Force per unit area,Force per unit volume,Energy per unit volume,Energy per unit area,Force per unit area
S1,PH100,Strain is?,Fractional change in length,Force per unit area,Energy per unit volume,Work done,Fractional change in length
S1,PH100,Young’s modulus formula?,Stress/Strain,Strain/Stress,Stress×Strain,Strain×Stress,Stress/Strain
S1,PH100,Shear stress is?,Force parallel to surface/area,Force perpendicular to surface/area,Work done/Volume,Energy/Area,Force parallel to surface/area
S1,PH100,Shear strain is?,Tan θ, Sin θ, Cos θ, θ,Tan θ
S1,PH100,Bulk modulus relates?,Volume change and pressure,Length change and force,Stress and strain,Energy and volume,Volume change and pressure
S1,PH100,Unit of pressure?,Pascal, Newton, Joule, Watt,Pascal
S1,PH100,Poisson’s ratio is?,Lateral strain/longitudinal strain,Longitudinal strain/Lateral strain,Stress/Strain,Strain/Stress,Lateral strain/longitudinal strain
S1,PH100,Work done in stretching a wire?,(1/2)Stress×Strain×Volume,Stress×Strain,1/2 Force×Length,Energy×Volume,(1/2)Stress×Strain×Volume
S1,PH100,If a material is perfectly elastic, it obeys?,Hooke’s law,Newton’s law,Pascal’s law,Ohm’s law,Hooke’s law
S1,PH100,Surface tension is?,Force per unit length,Force per unit area,Energy per unit volume,Energy per unit length,Force per unit length
S1,PH100,Unit of surface tension?,N/m, N/m^2, J/m^3, J/m, N/m
S1,PH100,Capillary rise occurs due to?,Surface tension,Viscosity,Elasticity,Pressure,Surface tension
S1,PH100,Angle of contact defines?,Wetting property,Viscosity,Elasticity,Force, Wring,Wetting property
S1,PH100,Viscosity is?,Resistance to flow,Elastic modulus,Surface tension,Pressure,Resistance to flow
S1,PH100,Unit of viscosity?,Pa·s, N, J, W,Pa·s
S1,PH100,Equation of motion under uniform acceleration?,v = u + at, F = ma, v^2 = u^2 + 2as, x = ut + (1/2)at^2,v = u + at
S1,PH100,Angular momentum is conserved when?,No external torque,No acceleration,No force,No work,No external torque
S1,PH100,Equation of rotational motion?,τ = Iα, F=ma, L=Iω, E=1/2Iω^2,τ = Iα
S1,PH100,Moment of inertia depends on?,Mass distribution about axis,Mass only,Radius only,Force only,Mass distribution about axis
S1,PH100,Parallel axis theorem?,I = I_cm + Md^2, I = I_cm - Md^2, I = I_cm × d^2, I = I_cm / d^2,I = I_cm + Md^2
S1,PH100,Work done in rotation?,W = τθ, W = Fd, W = mgh, W = 1/2 Iω^2,W = τθ
S1,PH100,Poiseuille’s equation gives?,Flow rate of liquid through pipe,Pressure,Energy,Viscosity,Flow rate of liquid through pipe
#module 2
S1,PH100,Simple harmonic motion is?,Motion with acceleration proportional and opposite to displacement,Motion with uniform velocity,Motion with uniform acceleration,Motion with constant force,Motion with acceleration proportional and opposite to displacement
S1,PH100,Equation of SHM?,x = A sin(ωt + φ), F = ma, v = u + at, s = ut + 1/2 at^2,x = A sin(ωt + φ)
S1,PH100,Time period of SHM?,T = 2π√(m/k), T = 2π√(k/m), T = √(2πm/k), T = k/m, T = 2π√(m/k)
S1,PH100,Frequency of SHM?,f = 1/T, f = T, f = ω, f = 2πT,f = 1/T
S1,PH100,Displacement in SHM?,x = A cos(ωt + φ), v = u + at, s = ut + 1/2 at^2, x = ut,x = A cos(ωt + φ)
S1,PH100,Acceleration in SHM?,a = -ω^2 x, a = ω^2 x, a = x, a = 0,a = -ω^2 x
S1,PH100,Maximum speed in SHM?,v_max = ωA, v_max = A/ω, v_max = ω/A, v_max = A, v_max = ωA
S1,PH100,Maximum acceleration in SHM?,a_max = ω^2 A, a_max = A/ω, a_max = ω/A, a_max = A, a_max = ω^2 A
S1,PH100,Phase of SHM?,ωt + φ, x, v, a,ωt + φ
S1,PH100,Simple pendulum period?,T = 2π√(l/g), T = 2π√(g/l), T = √(l/g), T = g/l,T = 2π√(l/g)
S1,PH100,Physical pendulum?,Rigid body oscillates about axis,Spring oscillation,Mass on string,Electron oscillation,Rigid body oscillates about axis
S1,PH100,Length of equivalent simple pendulum?,l_eq = I/mh, l_eq = mh/I, l_eq = I/m, l_eq = m/I,l_eq = I/mh
S1,PH100,Energy in SHM?,E = 1/2 kA^2, E = kA, E = 1/2 mA, E = k/A, E = 1/2 kA^2
S1,PH100,Kinetic energy in SHM?,K = 1/2 mω^2(A^2 - x^2), 1/2 mω^2 A^2, mω^2 x^2, mω^2 A, K = 1/2 mω^2(A^2 - x^2)
S1,PH100,Potential energy in SHM?,U = 1/2 kx^2, kx, 1/2 mω^2 x^2, x^2,U = 1/2 kx^2
S1,PH100,Total energy in SHM?,E = K + U, E = K - U, E = U - K, E = K*U,E = K + U
S1,PH100,Wave equation for string?,∂^2y/∂x^2 = (1/v^2) ∂^2y/∂t^2, F = ma, v = fλ, s = ut + 1/2 at^2,∂^2y/∂x^2 = (1/v^2) ∂^2y/∂t^2
S1,PH100,Speed of wave on string?,v = √(T/μ), v = T/μ, v = μ/T, v = √(μ/T),v = √(T/μ)
S1,PH100,Fundamental frequency of string?,f = v/2L, f = 2L/v, f = v/L, f = L/v,f = v/2L
S1,PH100,Harmonics of string?,f_n = n(v/2L), f_n = n(v/L), f_n = v/nL, f_n = L/n,v_n = n(v/2L)
S1,PH100,Nodes in fundamental?,2,1,0,3,2
S1,PH100,Antinodes in fundamental?,1,0,2,3,1
S1,PH100,Phase difference between displacement and velocity in SHM?,π/2, π, 0, π/4,π/2
S1,PH100,Phase difference between displacement and acceleration?,π, π/2, 0, 2π,π
S1,PH100,Amplitude in damped oscillation?,Decreases exponentially,Constant,Increases,Oscillates,Decreases exponentially
S1,PH100,Resonance occurs when?,Driving frequency = natural frequency,Driving frequency > natural,Driving frequency < natural,Driving frequency = 0,Driving frequency = natural frequency
#module 3
S1,PH100,First law of thermodynamics?,ΔU = Q - W, F = ma, E = mc^2, P = F/A,ΔU = Q - W
S1,PH100,Internal energy depends on?,State of system,Path taken,Time,Pressure,State of system
S1,PH100,Work done in quasi-static process?,W = ∫PdV, W = PΔV, W = PV, W = ΔP∫V, W = ∫PdV
S1,PH100,Heat capacity at constant volume?,Cv = (∂U/∂T)V, Cv = (∂U/∂T)P, Cv = P/ΔV, Cv = ΔU/ΔV,Cv = (∂U/∂T)V
S1,PH100,Heat capacity at constant pressure?,Cp = (∂H/∂T)P, Cp = (∂U/∂T)V, Cp = ΔU/ΔV, Cp = P/ΔV,Cp = (∂H/∂T)P
S1,PH100,Relation Cp - Cv?,Cp - Cv = nR, Cp - Cv = R^2, Cp - Cv = n^2, Cp - Cv = 0,Cp - Cv = nR
S1,PH100,Efficiency of Carnot engine?,η = 1 - T_c/T_h, η = T_c/T_h, η = T_h/T_c, η = 0,η = 1 - T_c/T_h
S1,PH100,Entropy change dS=?,dQ/T, dU/T, dW/T, PdV/dT,dQ/T
S1,PH100,Ideal gas law?,PV = nRT, PV = n^2R, P/V = nRT, PV = RT,PV = nRT
S1,PH100,Kinetic energy per molecule?,3/2 kT, kT, 2kT, 1/2 kT,3/2 kT
S1,PH100,Root mean square speed?,v_rms = √(3kT/m), √(kT/m), √(2kT/m), √(kT/2m),v_rms = √(3kT/m)
S1,PH100,Pressure in kinetic theory?,P = 1/3 (N/V) m v_rms^2, P = NV, P = mV^2, P = Nmv,P = 1/3 (N/V) m v_rms^2
S1,PH100,Mean free path?,λ = 1/(√2 n σ), λ = nσ, λ = √(nσ), λ = σ,n/a,λ = 1/(√2 n σ)
S1,PH100,Specific heat ratio γ?,γ = Cp/Cv, γ = Cv/Cp, γ = Cv - Cp, γ = Cp - Cv,γ = Cp/Cv
S1,PH100,Work done in isothermal process?,W = nRT ln(Vf/Vi), W = PΔV, W = nRT, W = ΔU,W = nRT ln(Vf/Vi)
S1,PH100,Work done in adiabatic process?,W = (P2V2-P1V1)/(γ-1), W = PΔV, W = nRT ln(Vf/Vi), W = ΔU,W = (P2V2-P1V1)/(γ-1)
S1,PH100,Adiabatic relation?,PV^γ = constant, PV = constant, P/V = constant, V/T = constant,PV^γ = constant
S1,PH100,Internal energy change in isothermal?,ΔU = 0, ΔU = Q, ΔU = W, ΔU = nRT,ΔU = 0
S1,PH100,Entropy in reversible adiabatic?,ΔS = 0, ΔS > 0, ΔS < 0, ΔS = nR,ΔS = 0
S1,PH100,Enthalpy H=?,U + PV, U - PV, PV, U/H,U + PV
S1,PH100,Maxwell-Boltzmann distribution describes?,Molecular speeds, Pressure, Temperature, Volume,Molecular speeds
S1,PH100,Average kinetic energy of molecule?,3/2 kT, kT, 1/2 kT, 2kT,3/2 kT
S1,PH100,Specific heat of monoatomic ideal gas?,3/2 R, 5/2 R, 7/2 R, R,3/2 R
S1,PH100,Specific heat of diatomic ideal gas?,5/2 R, 3/2 R, 7/2 R, R,5/2 R
S1,PH100,Work done in cyclic process?,Area enclosed in PV diagram,0,PV,ΔU,Area enclosed in PV diagram
#module 4
S1,PH100,Speed of light in vacuum?,3×10^8 m/s, 3×10^6 m/s, 1.5×10^8 m/s, 3×10^5 m/s,3×10^8 m/s
S1,PH100,Snell’s law?,n1 sinθ1 = n2 sinθ2, θ1 = θ2, n1/n2 = θ1/θ2, n1 + n2 = sinθ, n1 sinθ1 = n2 sinθ2
S1,PH100,Refractive index formula?,n = c/v, n = v/c, n = c×v, n = 1/c, n = c/v
S1,PH100,Focal length of lens?,1/f = (n-1)(1/R1 - 1/R2), f = R1+R2, f = nR, f = R1*R2,1/f = (n-1)(1/R1 - 1/R2)
S1,PH100,Lens maker’s formula?,1/f = (n-1)(1/R1 - 1/R2), f = R1 - R2, f = n(R1+R2), f = R1/R2,1/f = (n-1)(1/R1 - 1/R2)
S1,PH100,Power of lens?,P = 100/f (cm), P = f/100, P = f^2, P = 1/f^2,P = 100/f (cm)
S1,PH100,Interference fringe width?,β = λD/d, β = d/λ, β = λ/d, β = λD,d,β = λD/d
S1,PH100,Condition for constructive interference?,Path difference = nλ, Path difference = λ/n, Path difference = λ/2, Path difference = nλ/2,Path difference = nλ
S1,PH100,Diffraction occurs due to?,Wave nature of light,Particle nature of light,Refraction,Reflection,Wave nature of light
S1,PH100,Young’s double slit experiment proves?,Wave nature of light,Particle nature,Photoelectric effect,Refraction,Wave nature of light
S1,PH100,Photoelectric effect shows?,Particle nature of light,Wave nature,Interference,Diffraction,Particle nature of light
S1,PH100,Threshold frequency?,Minimum frequency to emit electron,Maximum frequency to emit electron,Average frequency,Resonance frequency,Minimum frequency to emit electron
S1,PH100,Einstein’s photoelectric equation?,Kmax = hf - φ, K = hf + φ, E = mc^2, V = IR,Kmax = hf - φ
S1,PH100,De Broglie wavelength?,λ = h/p, λ = hp, λ = h, λ = p,λ = h/p
S1,PH100,Heisenberg uncertainty principle?,ΔxΔp ≥ h/4π, ΔxΔp = 0, ΔEΔt = 0, ΔxΔp ≤ h,ΔxΔp ≥ h/4π
S1,PH100,Particle nature of electron?,Electron diffraction,Photoelectric effect,Interference,Refraction,Photoelectric effect
S1,PH100,Wave nature of electron?,Electron diffraction,Photoelectric effect,Interference,Reflection,Electron diffraction
S1,PH100,Bragg’s law?,nλ = 2d sinθ, λ = 2d sinθ, nλ = d sinθ, λ = n d sinθ,nλ = 2d sinθ
S1,PH100,X-rays produced by?,High speed electrons,Photons,Protons,Neutrons,High speed electrons
S1,PH100,Compton effect shows?,Particle nature of photon,Wave nature,Refraction,Diffraction,Particle nature of photon
S1,PH100,Intensity of diffracted light depends on?,Slit width and wavelength,Color,Speed of light,Frequency,Slit width and wavelength
S1,PH100,Polarization occurs in?,Transverse waves,Longitudinal waves,Sound waves,Electrons,Transverse waves
S1,PH100,Fresnel’s biprism experiment proves?,Interference,Diffraction,Refraction,Photoelectric effect,Interference
S1,PH100,Holography is based on?,Interference and diffraction,Reflection and refraction,Diffusion and absorption,Photoelectric effect,Interference and diffraction
S1,PH100,Lens aberration correction?,Use combination of lenses,Use prism,Use mirror,Use polarizer,Use combination of lenses
#module 5
S1,PH100,Ohm’s law?,V = IR, V = I/R, V = R/I, I = VR,V = IR
S1,PH100,Unit of current?,Ampere, Volt, Ohm, Coulomb,Ampere
